Timestamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5
2025-01-26 00:05:02,22.437,17.875,16.0,13.25,7.0
2025-01-26 00:05:11,22.375,17.875,15.937,13.187,6.875
2025-01-26 00:05:16,22.437,17.812,15.937,13.187,6.875
2025-01-26 00:05:21,22.375,17.75,15.937,13.125,6.875
2025-01-26 00:05:26,22.375,17.75,15.937,13.125,6.875
2025-01-26 00:05:31,22.375,17.75,15.875,13.0,6.812
2025-01-26 00:05:36,22.375,17.75,15.812,12.937,6.75
2025-01-26 00:05:41,22.375,17.687,15.75,12.937,6.687
2025-01-26 00:05:46,22.375,17.687,15.75,12.937,6.625
2025-01-26 00:05:51,22.312,17.687,15.75,12.937,6.625
2025-01-26 00:05:56,22.312,17.687,15.75,12.937,6.562
2025-01-26 00:06:01,22.312,17.625,15.75,12.937,6.562
2025-01-26 00:06:06,22.312,17.625,15.812,13.0,6.5
2025-01-26 00:06:11,22.312,17.625,15.812,13.062,6.437
2025-01-26 00:06:16,22.312,17.625,15.75,13.062,6.437
2025-01-26 00:06:21,22.25,17.625,15.687,13.0,6.437
2025-01-26 00:06:26,22.25,17.625,15.625,12.937,6.375
2025-01-26 00:06:31,22.25,17.562,15.625,12.937,6.375
2025-01-26 00:06:36,22.25,17.562,15.562,12.875,6.312
2025-01-26 00:06:41,22.25,17.562,15.5,12.75,6.312
2025-01-26 00:06:46,22.25,17.5,15.5,12.75,6.312
2025-01-26 00:06:51,22.25,17.5,15.5,12.687,6.312
2025-01-26 00:06:56,22.187,17.5,15.437,12.625,6.25
2025-01-26 00:07:01,22.187,17.5,15.375,12.5,6.25
2025-01-26 00:07:06,22.187,17.437,15.375,12.5,6.25
2025-01-26 00:07:11,22.187,17.375,15.375,12.375,6.25
2025-01-26 00:07:16,22.187,17.375,15.312,12.375,6.25
2025-01-26 00:07:22,22.125,17.375,15.312,12.312,6.187
2025-01-26 00:07:27,22.125,17.312,15.25,12.25,6.187
2025-01-26 00:07:32,22.125,17.312,15.187,12.25,6.187
2025-01-26 00:07:37,22.125,17.312,15.187,12.25,6.187
2025-01-26 00:07:42,22.125,17.312,15.125,12.187,6.125
2025-01-26 00:07:47,22.125,17.312,15.062,12.25,6.125
2025-01-26 00:07:52,22.125,17.312,15.062,12.187,6.125
2025-01-26 00:07:57,22.125,17.312,15.062,12.187,6.062
2025-01-26 00:08:02,22.062,17.312,15.0,12.187,6.062
2025-01-26 00:08:07,22.062,17.312,15.0,12.125,6.0
2025-01-26 00:08:12,22.125,17.25,14.937,12.125,6.0
2025-01-26 00:08:17,22.062,17.25,15.0,12.125,6.0
2025-01-26 00:08:22,22.062,17.25,15.0,12.125,5.937
2025-01-26 00:08:27,22.0,17.187,14.937,12.125,5.937
2025-01-26 00:08:32,22.0,17.187,14.937,12.125,5.937
2025-01-26 00:08:37,22.0,17.187,14.937,12.125,5.937
2025-01-26 00:08:42,22.0,17.187,14.937,12.125,5.937
2025-01-26 00:08:47,22.0,17.187,15.0,12.062,5.937
2025-01-26 00:08:52,21.937,17.125,15.0,12.125,5.937
2025-01-26 00:08:57,21.937,17.125,15.0,12.187,5.937
2025-01-26 00:09:02,21.937,17.125,15.0,12.187,5.937
2025-01-26 00:09:08,21.937,17.062,15.0,12.187,5.937
2025-01-26 00:09:13,21.937,17.062,15.062,12.25,5.937
2025-01-26 00:09:18,21.937,17.062,15.0,12.25,5.937
2025-01-26 00:09:23,21.937,17.062,15.0,12.25,5.937
2025-01-26 00:09:28,21.937,17.062,15.062,12.25,5.937
2025-01-26 00:09:33,21.875,17.062,15.062,12.25,5.937
2025-01-26 00:09:38,21.875,17.062,15.062,12.25,5.937
2025-01-26 00:09:43,21.875,17.0,15.062,12.187,5.937
2025-01-26 00:09:48,21.875,17.062,15.062,12.187,5.937
2025-01-26 00:09:53,21.875,17.0,15.125,12.187,5.937
2025-01-26 00:09:58,21.875,17.0,15.062,12.187,5.937
2025-01-26 00:10:03,21.812,17.0,15.0,12.187,5.875
2025-01-26 00:10:08,21.812,17.0,15.0,12.125,5.875
2025-01-26 00:10:17,21.812,16.937,15.0,12.125,5.875
2025-01-26 00:10:22,21.812,16.937,15.0,12.125,5.812
2025-01-26 00:10:27,21.812,16.937,15.0,12.125,5.812
2025-01-26 00:10:32,21.75,16.937,14.937,12.062,5.812
2025-01-26 00:10:37,21.75,16.937,14.875,12.062,5.812
2025-01-26 00:10:42,21.75,16.937,14.75,12.062,5.812
2025-01-26 00:10:47,21.75,16.937,14.687,12.0,5.812
2025-01-26 00:10:52,21.75,16.937,14.625,12.0,5.812
2025-01-26 00:10:57,21.75,16.875,14.562,11.937,5.875
2025-01-26 00:11:02,21.687,16.875,14.437,11.937,5.812
2025-01-26 00:11:07,21.687,16.812,14.437,12.0,5.812
2025-01-26 00:11:12,21.687,16.812,14.5,11.937,5.812
2025-01-26 00:11:17,21.687,16.812,14.5,11.937,5.75
2025-01-26 00:11:22,21.687,16.812,14.5,11.937,5.812
2025-01-26 00:11:27,21.687,16.812,14.5,11.937,5.812
2025-01-26 00:11:32,21.687,16.812,14.562,11.937,5.812
2025-01-26 00:11:37,21.625,16.75,14.562,11.937,5.812
2025-01-26 00:11:43,21.625,16.75,14.562,11.937,5.812
2025-01-26 00:11:48,21.625,16.75,14.562,12.0,5.812
2025-01-26 00:11:53,21.625,16.75,14.5,11.937,5.812
